ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
ns_7_1,5 stars are arranged in a row.,llama_tikz,2.5,2.5,4
ns_7_1,5 stars are arranged in a row.,gpt4o_tikz,2.5,2.5,4
ns_7_1,5 stars are arranged in a row.,stable_diffusion,2.5,3,1
ns_7_1,5 stars are arranged in a row.,llama_python,2.5,2.5,4
ns_7_1,5 stars are arranged in a row.,gpt4o_python,5,4,3
ns_7_1,5 stars are arranged in a row.,dalle,3.5,2,1
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,automatikz,1.5,1.5,2.5
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,llama_tikz,0,0,0
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,gpt4o_tikz,5,5,4.5
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,stable_diffusion,2,2.5,3
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,llama_python,5,5,5
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,gpt4o_python,4,4,5
ns_8_1,There are two clusters. The leftmost cluster has more dots than the upper-right cluster.,dalle,2,2.5,2
ns_9_1,A rectangle is rotated 30 degrees clockwise.,automatikz,4,2.5,3.5
ns_9_1,A rectangle is rotated 30 degrees clockwise.,llama_tikz,2,2.5,3.5
ns_9_1,A rectangle is rotated 30 degrees clockwise.,gpt4o_tikz,5,5,4.5
ns_9_1,A rectangle is rotated 30 degrees clockwise.,stable_diffusion,2,2,3
ns_9_1,A rectangle is rotated 30 degrees clockwise.,llama_python,0,0,0
ns_9_1,A rectangle is rotated 30 degrees clockwise.,gpt4o_python,2,2.5,4
ns_9_1,A rectangle is rotated 30 degrees clockwise.,dalle,1.5,1.5,1.5
ns_10_1,The angle between a line and a vertical space is 40 degrees.,automatikz,1.5,2,3.5
ns_10_1,The angle between a line and a vertical space is 40 degrees.,llama_tikz,0,0,0
ns_10_1,The angle between a line and a vertical space is 40 degrees.,gpt4o_tikz,4.5,5,4.5
ns_10_1,The angle between a line and a vertical space is 40 degrees.,stable_diffusion,3.5,2.5,2
ns_10_1,The angle between a line and a vertical space is 40 degrees.,llama_python,3.5,3,4.5
ns_10_1,The angle between a line and a vertical space is 40 degrees.,gpt4o_python,5,4,5
ns_10_1,The angle between a line and a vertical space is 40 degrees.,dalle,2,1.5,1.5
ns_11_1,There are 4 tangent lines to a circle.,automatikz,1.5,3,5
ns_11_1,There are 4 tangent lines to a circle.,llama_tikz,1.5,2,3
ns_11_1,There are 4 tangent lines to a circle.,gpt4o_tikz,2,2.5,3.5
ns_11_1,There are 4 tangent lines to a circle.,stable_diffusion,1.5,2.5,1.5
ns_11_1,There are 4 tangent lines to a circle.,llama_python,2.5,3,5
ns_11_1,There are 4 tangent lines to a circle.,gpt4o_python,2,3.5,5
ns_11_1,There are 4 tangent lines to a circle.,dalle,1.5,2,1
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,automatikz,2,3.5,5
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,llama_tikz,0,0,0
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,gpt4o_tikz,4,4.5,5
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,stable_diffusion,1.5,2,1.5
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,llama_python,0,0,0
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,gpt4o_python,1.5,1.5,3.5
ns_12_1,A binary tree with 5 nodes. The nodes are connected with arrows that point to the children nodes.,dalle,1,1,1.5
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,automatikz,3,3,3
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,llama_tikz,5,5,4.5
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,gpt4o_tikz,5,5,5
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,stable_diffusion,2.5,2,1.5
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,llama_python,0,0,0
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,gpt4o_python,5,4.5,5
ns_13_1,There are 5 squares on the left side of the canvas and 3 circles on the right side.,dalle,1.5,1.5,1
ns_14_1,There are 4 boxes on a 30 degree slope.,automatikz,1,1,2.5
ns_14_1,There are 4 boxes on a 30 degree slope.,llama_tikz,1,1,3.5
ns_14_1,There are 4 boxes on a 30 degree slope.,gpt4o_tikz,1.5,1.5,2.5
ns_14_1,There are 4 boxes on a 30 degree slope.,stable_diffusion,1.5,1.5,2
ns_14_1,There are 4 boxes on a 30 degree slope.,llama_python,2.5,3,3.5
ns_14_1,There are 4 boxes on a 30 degree slope.,gpt4o_python,4,4.5,3
ns_14_1,There are 4 boxes on a 30 degree slope.,dalle,2.5,2,1.5
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,automatikz,5,4.5,4.5
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,llama_tikz,1,1,3.5
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,gpt4o_tikz,5,4.5,5
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,stable_diffusion,3,3,2
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,llama_python,0,0,0
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,gpt4o_python,4,2.5,3.5
ns_15_1,A directed graph with 4 nodes and 6 edges. Arrows indicate the direction on edges.,dalle,2,2,1
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",automatikz,2,2.5,2.5
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",llama_tikz,2.5,3,3.5
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",gpt4o_tikz,5,4,4
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",stable_diffusion,2.5,2,2
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",llama_python,2,4,3
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",gpt4o_python,2.5,4,4
ns_16_1,"Set A contains the numbers 1, 2, 5 and 6, and set B contains 1, 3, and 5. Use a Venn diagram to represent set A and set B",dalle,1,1.5,1
sa_1_1,A green ball is above a red ball.,automatikz,2.5,4,5
sa_1_1,A green ball is above a red ball.,llama_tikz,4.5,4.5,5
sa_1_1,A green ball is above a red ball.,gpt4o_tikz,4.5,4.5,5
sa_1_1,A green ball is above a red ball.,stable_diffusion,1.5,1.5,1
sa_1_1,A green ball is above a red ball.,llama_python,5,4.5,5
sa_1_1,A green ball is above a red ball.,gpt4o_python,4.5,4.5,5
sa_1_1,A green ball is above a red ball.,dalle,4.5,2.5,1.5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",automatikz,2,4,5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",llama_tikz,3,4,5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",gpt4o_tikz,5,5,5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",stable_diffusion,2.5,2,1.5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",llama_python,2.5,5,5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",gpt4o_python,3,3,5
sa_2_1,"A big circle is inside a circle, and a small circle is outside of the circle.",dalle,2,2,1
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",automatikz,2,2,3.5
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",llama_tikz,3.5,3,4
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",gpt4o_tikz,4.5,5,4
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",stable_diffusion,2,2,2
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",llama_python,4,5,5
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",gpt4o_python,3,3,3.5
sa_3_1,"In a bar chart, a blue bar is to the right of an orange bar, and the leftmost bar is the tallest in the chart.",dalle,2,2,1.5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,automatikz,1.5,1.5,2.5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,llama_tikz,0,0,0
sa_4_1,The English text (the name of the object) is to the left of the triangle.,gpt4o_tikz,5,5,5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,stable_diffusion,2,2,1.5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,llama_python,5,5,5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,gpt4o_python,5,4.5,4.5
sa_4_1,The English text (the name of the object) is to the left of the triangle.,dalle,2,2,2.5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",automatikz,3,5,5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",llama_tikz,3,5,5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",gpt4o_tikz,5,5,5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",stable_diffusion,5,4,3.5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",llama_python,4,5,4.5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",gpt4o_python,5,4,5
sa_5_1,"A red circle is on the left side of the canvas, and a blue square is on the lower right side.",dalle,2,2,1
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",automatikz,2,2,3
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",llama_tikz,4,4,4
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",gpt4o_tikz,5,5,5
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",stable_diffusion,1.5,1.5,2
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",llama_python,2,5,4
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",gpt4o_python,3.5,3.5,5
sa_6_1,"A large circle is on the top of the canvas, and a small square is on the bottom.",dalle,2,2,1.5
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,automatikz,2.5,2.5,3
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,llama_tikz,4.5,4.5,4
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,gpt4o_tikz,5,5,4.5
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,stable_diffusion,2.5,2,1.5
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,llama_python,4,3.5,4.5
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,gpt4o_python,5,4.5,4.5
sa_7_1,There are some arrows pointing to different directions and the upward arrow is marked in red.,dalle,3.5,2,1
sa_8_1,The intersection of the circle and the square is filled with red.,automatikz,2.5,3.5,4
sa_8_1,The intersection of the circle and the square is filled with red.,llama_tikz,3,3,3.5
sa_8_1,The intersection of the circle and the square is filled with red.,gpt4o_tikz,5,5,4.5
sa_8_1,The intersection of the circle and the square is filled with red.,stable_diffusion,2.5,2,2.5
sa_8_1,The intersection of the circle and the square is filled with red.,llama_python,5,4,3.5
sa_8_1,The intersection of the circle and the square is filled with red.,gpt4o_python,0,0,0
sa_8_1,The intersection of the circle and the square is filled with red.,dalle,2.5,2,1.5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",automatikz,3,2.5,4.5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",llama_tikz,1.5,2,4.5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",gpt4o_tikz,3.5,5,5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",stable_diffusion,2.5,2,2.5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",llama_python,2,3,3.5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",gpt4o_python,5,5,5
sa_9_1,"There are two parallel lines: a pink line and a light green line. Two lines are parallel and form a 90-degree angle with a third line, which is horizontal.",dalle,2,2,2
sa_10_1,A pyramid is inside an upward-curved surface.,automatikz,1,1.5,2.5
sa_10_1,A pyramid is inside an upward-curved surface.,llama_tikz,0,0,0
sa_10_1,A pyramid is inside an upward-curved surface.,gpt4o_tikz,3,4,4
sa_10_1,A pyramid is inside an upward-curved surface.,stable_diffusion,2,1.5,2
sa_10_1,A pyramid is inside an upward-curved surface.,llama_python,1,2,3
sa_10_1,A pyramid is inside an upward-curved surface.,gpt4o_python,0,0,0
sa_10_1,A pyramid is inside an upward-curved surface.,dalle,3.5,3,1
na_1_1,3 circles filled with different colors.,automatikz,5,5,5
na_1_1,3 circles filled with different colors.,llama_tikz,5,5,5
na_1_1,3 circles filled with different colors.,gpt4o_tikz,5,5,5
na_1_1,3 circles filled with different colors.,stable_diffusion,4,2.5,1.5
na_1_1,3 circles filled with different colors.,llama_python,5,5,4.5
na_1_1,3 circles filled with different colors.,gpt4o_python,5,5,5
na_1_1,3 circles filled with different colors.,dalle,2,2,1
na_2_1,A circle is filled with two different colors.,automatikz,2.5,4,5
na_2_1,A circle is filled with two different colors.,llama_tikz,5,5,5
na_2_1,A circle is filled with two different colors.,gpt4o_tikz,5,5,5
